n,max_N,min_M
3987,17944,1030631
3988,3988,1044587
3989,11968,1036607
3990,8980,1039595
3991,26944,1021631
3992,3992,1044583
3993,13480,1035095
3994,5992,1042583
3995,45520,1003055
3996,11392,1037183
3997,11992,1036583
3998,20248,1028327
3999,129760,918815
4000,9232,1039343
4001,12004,1036571
4002,6004,1042571
4003,18016,1030559
4004,21688,1026887
4005,21688,1026887
4006,21688,1026887
4007,30436,1018139
4008,9232,1039343
4009,250504,798071
4010,9232,1039343
4011,32560,1016015
4012,8584,1039991
4013,12040,1036535
4014,13552,1035023
4015,40660,1007915
4016,9232,1039343
4017,12052,1036523
4018,6784,1041791
4019,18088,1030487
4020,9232,1039343
4021,12064,1036511
4022,15280,1033295
4023,27160,1021415
4024,9232,1039343
4025,13588,1034987
4026,9232,1039343
4027,20392,1028183
4028,39364,1009211
4029,39364,1009211
4030,39364,1009211
4031,103336,945239
4032,9232,1039343
4033,12100,1036475
4034,14560,1034015
4035,18160,1030415
4036,9232,1039343
4037,12112,1036463
4038,9232,1039343
4039,32776,1015799
4040,4040,1044535
4041,65608,982967
4042,6064,1042511
4043,18196,1030379
4044,4552,1044023
4045,12136,1036439
4046,23056,1025519
4047,40984,1007591
4048,9232,1039343
4049,12148,1036427
4050,25972,1022603
4051,25972,1022603
4052,9232,1039343
4053,12160,1036415
4054,17332,1031243
4055,27376,1021199
4056,4056,1044519
4057,13696,1034879
4058,6088,1042487
4059,30832,1017743
4060,6856,1041719
4061,12184,1036391
4062,34720,1013855
4063,61720,986855
4064,4372,1044203
4065,250504,798071
4066,9232,1039343
4067,18304,1030271
4068,9232,1039343
4069,12208,1036367
4070,9232,1039343
4071,46384,1002191
4072,4372,1044203
4073,223072,825503
4074,6112,1042463
4075,39184,1009391
4076,5812,1042763
4077,12232,1036343
4078,13768,1034807
4079,69712,978863
4080,13120,1035455
4081,12244,1036331
4082,8728,1039847
4083,18376,1030199
4084,13120,1035455
4085,13120,1035455
4086,44224,1004351
4087,44224,1004351
4088,39364,1009211
4089,17476,1031099
4090,39364,1009211
4091,95956,952619
4092,118096,930479
4093,118096,930479
4094,1276936,197285
4095,1276936,197285
4096,4096,1044479
4097,12292,1036283
4098,9232,1039343
4099,18448,1030127
4100,4100,1044475
4101,12304,1036271
4102,9232,1039343
4103,27700,1020875
4104,4104,1044471
4105,20788,1027787
4106,6160,1042415
4107,18484,1030091
4108,4624,1043951
4109,12328,1036247
4110,13876,1034699
4111,41632,1006943
4112,9232,1039343
4113,12340,1036235
4114,10420,1038155
4115,18520,1030055
4116,9232,1039343
4117,12352,1036223
4118,9268,1039307
4119,27808,1020767
4120,9232,1039343
4121,13912,1034663
4122,9232,1039343
4123,70468,978107
4124,6964,1041611
4125,12376,1036199
4126,20896,1027679
4127,225988,822587
4128,9232,1039343
4129,190996,857579
4130,9232,1039343
4131,18592,1029983
4132,9232,1039343
4133,12400,1036175
4134,9304,1039271
4135,31408,1017167
4136,9232,1039343
4137,59668,988907
4138,9232,1039343
4139,18628,1029947
4140,9232,1039343
4141,12424,1036151
4142,13984,1034591
4143,41956,1006619
4144,9232,1039343
4145,12436,1036139
4146,7000,1041575
4147,18664,1029911
4148,9232,1039343
4149,12448,1036127
4150,95956,952619
4151,95956,952619
4152,4152,1044423
4153,14020,1034555
4154,6232,1042343
4155,21040,1027535
4156,10528,1038047
4157,12472,1036103
4158,31588,1016987
4159,94768,953807
4160,4160,1044415
4161,12484,1036091
4162,6244,1042331
4163,18736,1029839
4164,9232,1039343
4165,12496,1036079
4166,9376,1039199
4167,60100,988475
4168,9232,1039343
4169,26728,1021847
4170,9232,1039343
4171,18772,1029803
4172,9232,1039343
4173,12520,1036055
4174,15856,1032719
4175,42280,1006295
4176,4176,1044399
4177,12532,1036043
4178,23812,1024763
4179,23812,1024763
4180,4180,1044395
4181,12544,1036031
4182,9412,1039163
4183,28240,1020335
4184,9232,1039343
4185,14128,1034447
4186,9232,1039343
4187,80512,968063
4188,9232,1039343
4189,12568,1036007
4190,21220,1027355
4191,63664,984911
4192,4192,1044383
4193,15928,1032647
4194,6292,1042283
4195,18880,1029695
4196,4196,1044379
4197,12592,1035983
4198,9448,1039127
4199,71764,976811
4200,4200,1044375
4201,31912,1016663
4202,6304,1042271
4203,26944,1021631
4204,45520,1003055
4205,45520,1003055
4206,45520,1003055
4207,345544,703031
4208,9232,1039343
4209,12628,1035947
4210,9232,1039343
4211,18952,1029623
4212,9232,1039343
4213,12640,1035935
4214,21688,1026887
4215,28456,1020119
4216,9232,1039343
4217,40552,1008023
4218,9232,1039343
4219,21688,1026887
4220,250504,798071
4221,250504,798071
4222,250504,798071
4223,144340,904235
4224,4224,1044351
4225,12676,1035899
4226,9232,1039343
4227,19024,1029551
4228,9232,1039343
4229,12688,1035887
4230,9520,1039055
4231,28564,1020011
4232,4232,1044343
4233,695464,353111
4234,6352,1042223
4235,19060,1029515
4236,4768,1043807
4237,12712,1035863
4238,14308,1034267
4239,42928,1005647
4240,9232,1039343
4241,39364,1009211
4242,39364,1009211
4243,39364,1009211
4244,9232,1039343
4245,12736,1035839
4246,9556,1039019
4247,28672,1019903
4248,9232,1039343
4249,14344,1034231
4250,9232,1039343
4251,48436,1000139
4252,8080,1040495
4253,12760,1035815
4254,21544,1027031
4255,6810136,79334
4256,4256,1044319
4257,18196,1030379
4258,9232,1039343
4259,19168,1029407
4260,12148,1036427
4261,12784,1035791
4262,12148,1036427
4263,599056,449519
4264,4264,1044311
4265,138400,910175
4266,6400,1042175
4267,19204,1029371
4268,4804,1043771
4269,12808,1035767
4270,14416,1034159
4271,43252,1005323
4272,4272,1044303
4273,12820,1035755
4274,7216,1041359
4275,19240,1029335
4276,4276,1044299
4277,12832,1035743
4278,61720,986855
4279,61720,986855
4280,4280,1044295
4281,14452,1034123
4282,6424,1042151
4283,21688,1026887
4284,10852,1037723
4285,12856,1035719
4286,32560,1016015
4287,97684,950891
4288,4288,1044287
4289,12868,1035707
4290,8152,1040423
4291,19312,1029263
4292,4292,1044283
4293,12880,1035695
4294,9664,1038911
4295,28996,1019579
4296,4296,1044279
4297,21760,1026815
4298,6448,1042127
4299,19348,1029227
4300,4840,1043735
4301,12904,1035671
4302,176740,871835
4303,176740,871835
4304,4304,1044271
4305,39364,1009211
4306,39364,1009211
4307,39364,1009211
4308,4308,1044267
4309,12928,1035647
4310,1276936,197285
4311,1276936,197285
4312,9232,1039343
4313,14560,1034015
4314,9232,1039343
4315,32776,1015799
4316,9232,1039343
4317,12952,1035623
4318,41524,1007051
4319,65608,982967
4320,4320,1044255
4321,83104,965471
4322,6484,1042091
4323,19456,1029119
4324,9232,1039343
4325,12976,1035599
4326,9736,1038839
4327,49300,999275
4328,4328,1044247
4329,32884,1015691
4330,6496,1042079
4331,24676,1023899
4332,9232,1039343
4333,13000,1035575
4334,14632,1033943
4335,166696,881879
4336,4336,1044239
4337,13012,1035563
4338,13912,1034663
4339,19528,1029047
4340,4340,1044235
4341,13024,1035551
4342,10996,1037579
4343,29320,1019255
4344,9232,1039343
4345,20896,1027679
4346,9232,1039343
4347,225988,822587
4348,24784,1023791
4349,24784,1023791
4350,74356,974219
4351,223072,825503
4352,4352,1044223
4353,13060,1035515
4354,9232,1039343
4355,19600,1028975
4356,4356,1044219
4357,13072,1035503
4358,9808,1038767
4359,29428,1019147
4360,4360,1044215
4361,22084,1026491
4362,6544,1042031
4363,19636,1028939
4364,4912,1043663
4365,13096,1035479
4366,14740,1033835
4367,44224,1004351
4368,4368,1044207
4369,13108,1035467
4370,95956,952619
4371,95956,952619
4372,4372,1044203
4373,13120,1035455
4374,10528,1038047
4375,29536,1019039
4376,4376,1044199
4377,14776,1033799
4378,6568,1042007
4379,250504,798071
4380,7396,1041179
4381,13144,1035431
4382,22192,1026383
4383,66580,981995
4384,9232,1039343
4385,13156,1035419
4386,9232,1039343
4387,19744,1028831
4388,9232,1039343
4389,13168,1035407
4390,9880,1038695
4391,33352,1015223
4392,9232,1039343
4393,50056,998519
4394,9232,1039343
4395,19780,1028795
4396,4948,1043627
4397,13192,1035383
4398,14848,1033727
4399,67768,980807
4400,9232,1039343
4401,13204,1035371
4402,9232,1039343
4403,19816,1028759
4404,9232,1039343
4405,13216,1035359
4406,25108,1023467
4407,29752,1018823
4408,4408,1044167
4409,80512,968063
4410,6616,1041959
4411,22336,1026239
4412,11176,1037399
4413,13240,1035335
4414,190996,857579
4415,190996,857579
4416,4416,1044159
4417,13252,1035323
4418,9448,1039127
4419,19888,1028687
4420,9232,1039343
4421,13264,1035311
4422,9952,1038623
4423,85048,963527
4424,9232,1039343
4425,22408,1026167
4426,9232,1039343
4427,19924,1028651
4428,9232,1039343
4429,13288,1035287
4430,345544,703031
4431,345544,703031
4432,4432,1044143
4433,18952,1029623
4434,95956,952619
4435,95956,952619
4436,4436,1044139
4437,13312,1035263
4438,9988,1038587
4439,29968,1018607
4440,4440,1044135
4441,250504,798071
4442,6664,1041911
4443,33748,1014827
4444,7504,1041071
4445,13336,1035239
4446,250504,798071
4447,250504,798071
4448,4448,1044127
4449,16900,1031675
4450,9232,1039343
4451,20032,1028543
4452,9232,1039343
4453,13360,1035215
4454,10024,1038551
4455,114208,934367
4456,4456,1044119
4457,33856,1014719
4458,6688,1041887
4459,20068,1028507
4460,14308,1034267
4461,14308,1034267
4462,15064,1033511
4463,50848,997727
4464,4464,1044111
4465,13396,1035179
4466,9232,1039343
4467,20104,1028471
4468,4468,1044107
4469,13408,1035167
4470,11320,1037255
4471,30184,1018391
4472,8080,1040495
4473,86020,962555
4474,8080,1040495
4475,22660,1025915
4476,17008,1031567
4477,17008,1031567
4478,51028,997547
4479,153088,895487
4480,4480,1044095
4481,13444,1035131
4482,6724,1041851
4483,20176,1028399
4484,4484,1044091
4485,13456,1035119
4486,10096,1038479
4487,30292,1018283
4488,4488,1044087
4489,25576,1022999
4490,6736,1041839
4491,138400,910175
4492,5056,1043519
4493,13480,1035095
4494,15172,1033403
4495,45520,1003055
4496,4496,1044079
4497,13492,1035083
4498,11392,1037183
4499,20248,1028327
4500,4500,1044075
4501,13504,1035071
4502,10132,1038443
4503,30400,1018175
4504,4504,1044071
4505,15208,1033367
4506,6760,1041815
4507,61720,986855
4508,21688,1026887
4509,21688,1026887
4510,22840,1025735
4511,250504,798071
4512,4512,1044063
4513,32560,1016015
4514,6772,1041803
4515,20320,1028255
4516,8584,1039991
4517,13552,1035023
4518,10168,1038407
4519,34324,1014251
4520,4520,1044055
4521,77272,971303
4522,6784,1041791
4523,28996,1019579
4524,5092,1043483
4525,13576,1034999
4526,15280,1033295
4527,45844,1002731
4528,9232,1039343
4529,13588,1034987
4530,9232,1039343
4531,20392,1028183
4532,9232,1039343
4533,13600,1034975
4534,39364,1009211
4535,39364,1009211
4536,9232,1039343
4537,15316,1033259
4538,9232,1039343
4539,1276936,197285
4540,14560,1034015
4541,14560,1034015
4542,34504,1014071
4543,1276936,197285
4544,9232,1039343
4545,41524,1007051
4546,65608,982967
4547,65608,982967
4548,4548,1044027
4549,13648,1034927
4550,10240,1038335
4551,83104,965471
4552,4552,1044023
4553,23056,1025519
4554,6832,1041743
4555,20500,1028075
4556,5128,1043447
4557,13672,1034903
4558,25972,1022603
4559,46168,1002407
4560,9232,1039343
4561,13684,1034891
4562,17332,1031243
4563,20536,1028039
4564,9232,1039343
4565,13696,1034879
4566,13012,1035563
4567,30832,1017743
4568,4568,1044007
4569,15424,1033151
4570,6856,1041719
4571,34720,1013855
4572,7720,1040855
4573,13720,1034855
4574,250504,798071
4575,250504,798071
4576,9232,1039343
4577,26080,1022495
4578,9232,1039343
4579,20608,1027967
4580,9232,1039343
4581,13744,1034831
4582,10312,1038263
4583,223072,825503
4584,9232,1039343
4585,39184,1009391
4586,9232,1039343
4587,58804,989771
4588,5812,1042763
4589,13768,1034807
4590,15496,1033079
4591,8153620,58746
4592,4592,1043983
4593,13780,1034795
4594,8728,1039847
4595,20680,1027895
4596,4596,1043979
4597,13792,1034783
4598,44224,1004351
4599,44224,1004351
4600,13120,1035455
4601,17476,1031099
4602,13120,1035455
4603,95956,952619
4604,39364,1009211
4605,39364,1009211
4606,118096,930479
4607,1276936,197285
4608,4608,1043967
4609,13828,1034747
4610,9232,1039343
4611,20752,1027823
4612,9232,1039343
4613,13840,1034735
4614,10384,1038191
4615,31156,1017419
4616,4616,1043959
4617,23380,1025195
4618,6928,1041647
4619,20788,1027787
4620,5200,1043375
4621,13864,1034711
4622,15604,1032971
4623,46816,1001759
4624,4624,1043951
4625,13876,1034699
4626,11716,1036859
4627,20824,1027751
4628,4628,1043947
4629,13888,1034687
4630,10420,1038155
4631,31264,1017311
4632,4632,1043943
4633,15640,1032935
4634,6952,1041623
4635,79216,969359
4636,7828,1040747
4637,13912,1034663
4638,23488,1025087
4639,70468,978107
4640,9232,1039343
4641,13924,1034651
4642,6964,1041611
4643,20896,1027679
4644,190996,857579
4645,190996,857579
4646,190996,857579
4647,35296,1013279
4648,9232,1039343
4649,67048,981527
4650,9232,1039343
4651,20932,1027643
4652,9232,1039343
4653,13960,1034615
4654,15712,1032863
4655,59668,988907
4656,9232,1039343
4657,13972,1034603
4658,9232,1039343
4659,20968,1027607
4660,9232,1039343
4661,13984,1034591
4662,59776,988799
4663,59776,988799
4664,4664,1043911
4665,345544,703031
4666,7000,1041575
4667,23632,1024943
4668,11824,1036751
4669,14008,1034567
4670,95956,952619
4671,106432,942143
4672,9232,1039343
4673,14020,1034555
4674,7012,1041563
4675,21040,1027535
4676,4676,1043899
4677,14032,1034543
4678,10528,1038047
4679,31588,1016987
4680,4680,1043895
4681,23704,1024871
4682,7024,1041551
4683,21076,1027499
4684,5272,1043303
4685,14056,1034519
4686,17800,1030775
4687,47464,1001111
4688,9232,1039343
4689,14068,1034507
4690,26728,1021847
4691,26728,1021847
4692,9232,1039343
4693,14080,1034495
4694,14308,1034267
4695,31696,1016879
4696,9232,1039343
4697,15856,1032719
4698,9232,1039343
4699,67768,980807
4700,9232,1039343
4701,14104,1034471
4702,23812,1024763
4703,71440,977135
4704,9232,1039343
4705,17872,1030703
4706,7060,1041515
4707,21184,1027391
4708,4708,1043867
4709,14128,1034447
4710,10600,1037975
4711,80512,968063
4712,9232,1039343
4713,35800,1012775
4714,9232,1039343
4715,21220,1027355
4716,13444,1035131
4717,14152,1034423
4718,15928,1032647
4719,53764,994811
4720,4720,1043855
4721,14164,1034411
4722,10096,1038479
4723,21256,1027319
4724,4724,1043851
4725,14176,1034399
4726,11968,1036607
4727,31912,1016663
4728,5992,1042583
4729,26944,1021631
4730,7096,1041479
4731,23956,1024619
4732,45520,1003055
4733,45520,1003055
4734,53944,994631
4735,182068,866507
4736,4736,1043839
4737,20248,1028327
4738,9232,1039343
4739,21328,1027247
4740,21688,1026887
4741,21688,1026887
4742,21688,1026887
4743,32020,1016555
4744,9232,1039343
4745,40552,1008023
4746,9232,1039343
4747,21688,1026887
4748,9232,1039343
4749,14248,1034327
4750,250504,798071
4751,250504,798071
4752,9232,1039343
4753,14260,1034315
4754,12040,1036535
4755,21400,1027175
4756,9232,1039343
4757,14272,1034303
4758,10708,1037867
4759,32128,1016447
4760,9232,1039343
4761,16072,1032503
4762,9232,1039343
4763,695464,353111
4764,15280,1033295
4765,15280,1033295
4766,24136,1024439
4767,122200,926375
4768,4768,1043807
4769,14308,1034267
4770,39364,1009211
4771,39364,1009211
4772,39364,1009211
4773,39364,1009211
4774,39364,1009211
4775,40804,1007771
4776,4776,1043799
4777,275560,773015
4778,7168,1041407
4779,21508,1027067
4780,9232,1039343
4781,14344,1034231
4782,16144,1032431
4783,48436,1000139
4784,9232,1039343
4785,14356,1034219
4786,8080,1040495
4787,21544,1027031
4788,9232,1039343
4789,14368,1034207
4790,18196,1030379
4791,32344,1016231
4792,9232,1039343
4793,16180,1032395
4794,9232,1039343
4795,24280,1024295
4796,12148,1036427
4797,14392,1034183
4798,36448,1012127
4799,138400,910175
4800,4800,1043775
4801,14404,1034171
4802,17332,1031243
4803,21616,1026959
4804,4804,1043771
4805,14416,1034159
4806,10816,1037759
4807,32452,1016123
4808,4808,1043767
4809,24352,1024223
4810,7216,1041359
4811,21652,1026923
4812,5416,1043159
4813,14440,1034135
4814,61720,986855
4815,61720,986855
4816,4816,1043759
4817,14452,1034123
4818,18304,1030271
4819,21688,1026887
4820,4820,1043755
4821,14464,1034111
4822,10852,1037723
4823,32560,1016015
4824,5812,1042763
4825,16288,1032287
4826,7240,1041335
4827,223072,825503
4828,8152,1040423
4829,14488,1034087
4830,27520,1021055
4831,73384,975191
4832,4832,1043743
4833,69712,978863
4834,7252,1041323
4835,21760,1026815
4836,13120,1035455
4837,14512,1034063
4838,13120,1035455
4839,93040,955535
4840,4840,1043735
4841,176740,871835
4842,7264,1041311
4843,44224,1004351
4844,39364,1009211
4845,39364,1009211
4846,39364,1009211
4847,209680,838895
4848,4848,1043727
4849,14548,1034027
4850,1276936,197285
4851,1276936,197285
4852,4852,1043723
4853,14560,1034015
4854,12292,1036283
4855,32776,1015799
4856,9232,1039343
4857,18448,1030127
4858,9232,1039343
4859,41524,1007051
4860,27700,1020875
4861,27700,1020875
4862,83104,965471
4863,599056,449519
4864,4864,1043711
4865,14596,1033979
4866,7300,1041275
4867,21904,1026671
4868,9232,1039343
4869,14608,1033967
4870,10960,1037615
4871,32884,1015691
4872,9232,1039343
4873,24676,1023899
4874,9232,1039343
4875,21940,1026635
4876,9232,1039343
4877,14632,1033943
4878,16468,1032107
4879,49408,999167
4880,4880,1043695
4881,14644,1033931
4882,13912,1034663
4883,21976,1026599
4884,4884,1043691
4885,14656,1033919
4886,10996,1037579
4887,32992,1015583
4888,4888,1043687
4889,20896,1027679
4890,7336,1041239
4891,225988,822587
4892,9232,1039343
4893,14680,1033895
4894,24784,1023791
4895,74356,974219
4896,4896,1043679
4897,14692,1033883
4898,9232,1039343
4899,22048,1026527
4900,9232,1039343
4901,14704,1033871
4902,11032,1037543
4903,59668,988907
4904,4904,1043671
4905,55888,992687
4906,7360,1041215
4907,22084,1026491
4908,9232,1039343
4909,14728,1033847
4910,16576,1031999
4911,59776,988799
4912,4912,1043663
4913,14740,1033835
4914,9232,1039343
4915,22120,1026455
4916,4916,1043659
4917,14752,1033823
4918,95956,952619
4919,95956,952619
4920,10528,1038047
4921,16612,1031963
4922,10528,1038047
4923,24928,1023647
4924,12472,1036103
4925,14776,1033799
4926,250504,798071
4927,250504,798071
4928,4928,1043647
4929,14788,1033787
4930,7396,1041179
4931,22192,1026383
4932,9232,1039343
4933,14800,1033775
4934,11104,1037471
4935,144340,904235
4936,9232,1039343
4937,25000,1023575
4938,9232,1039343
4939,22228,1026347
4940,9232,1039343
4941,14824,1033751
4942,18772,1029803
4943,50056,998519
4944,4944,1043631
4945,15856,1032719
4946,42280,1006295
4947,42280,1006295
4948,4948,1043627
4949,14848,1033727
4950,23812,1024763
4951,33424,1015151
4952,9232,1039343
4953,16720,1031855
4954,9232,1039343
4955,37636,1010939
4956,9232,1039343
4957,14872,1033703
4958,25108,1023467
4959,75328,973247
4960,9232,1039343
4961,80512,968063
4962,7444,1041131
4963,22336,1026239
4964,4964,1043611
4965,14896,1033679
4966,11176,1037399
4967,190996,857579
4968,9232,1039343
4969,37744,1010831
4970,9232,1039343
4971,22372,1026203
4972,9448,1039127
4973,14920,1033655
4974,16792,1031783
4975,56680,991895
4976,9232,1039343
4977,14932,1033643
4978,8404,1040171
4979,22408,1026167
4980,9232,1039343
4981,14944,1033631
4982,45520,1003055
4983,45520,1003055
4984,9232,1039343
4985,345544,703031
4986,9232,1039343
4987,182068,866507
4988,18952,1029623
4989,18952,1029623
4990,95956,952619
4991,170584,877991
4992,4992,1043583
4993,21688,1026887
4994,9232,1039343
4995,22480,1026095
4996,250504,798071
4997,250504,798071
4998,250504,798071
4999,33748,1014827
5000,5000,1043575
5001,32056,1016519
5002,7504,1041071
5003,250504,798071
5004,5632,1042943
